question,scratch,answer
A grocery store had 67 bottles of regular soda and 9 bottles of diet soda. How many more bottles of regular soda than diet soda did they have? Equation: <equation> 67 - 9</equation> ,<scratch>Subtracting 9 from 67 at digit level;  6 >= 9;  Borrow: 1; 6 - 9 = 7. move one place left; 7 remains 7; Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 7 remains 7; final result: 58.</scratch>,58
A grocery store had a total of 17 bottles of which 9 were bottles of regular soda and the rest were bottles of diet soda. They also had 29 apple. How many bottles of diet soda did they have? Equation: <equation> 17 - 9</equation> ,<scratch>Subtracting 9 from 17 at digit level;  17 >= 9;  Borrow: 0; 17 - 9 = 8. move one place left; 7 remains 7; final result: 8.</scratch>,8
Jake has 3 fewer peaches than Steven who has 8 more peaches than Jill. Steven has 5 peaches. How many more peaches does Jake have than Jill? Equation: <equation> 8 - 3</equation> ,<scratch>Subtracting 3 from 8 at digit level;  8 >= 3;  Borrow: 0; 8 - 3 = 5. move one place left; 3 remains 3; final result: 5.</scratch>,5
Josh had 20 marbles in his collection. He gave 2 marbles to Jack. How many marbles does Josh have now? Equation: <equation> 20 - 2</equation> ,<scratch>Subtracting 2 from 20 at digit level;  20 >= 2;  Borrow: 0; 20 - 2 = 18. move one place left; 0 remains 0; final result: 18.</scratch>,18
Steven has 12 peaches. Jake has 4 fewer peaches than Steven who has 67 more peaches than Jill. How many peaches does Jake have? Equation: <equation> 12 - 4</equation> ,<scratch>Subtracting 4 from 12 at digit level;  12 >= 4;  Borrow: 0; 12 - 4 = 8. move one place left; 2 remains 2; final result: 8.</scratch>,8
Jake has 5 fewer peaches than Steven. Steven has 18 more peaches than Jill. If Jill has 87 peaches How many more peaches does Jake have than Jill? Equation: <equation> 18 - 5</equation> ,<scratch>Subtracting 5 from 18 at digit level;  18 >= 5;  Borrow: 0; 18 - 5 = 13. move one place left; 5 remains 5; final result: 13.</scratch>,13
A grocery store had 54 bottles of diet soda, 83 bottles of regular soda and 12 apples. How many more bottles of regular soda than diet soda did they have? Equation: <equation> 83 - 54</equation> ,<scratch>Subtracting 54 from 83 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 3 remains 3; Subtracting 4 from 3 at digit level;  3 >= 4;  Borrow: 1; 3 - 4 = -1. move one place left; 3 remains 3; final result: 29.</scratch>,29
Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon? Equation: <equation> 330 - 269</equation> ,<scratch>Subtracting 269 from 330 at digit level;  330 >= 269;  Borrow: 0; 330 - 269 = 61. move one place left; 3 remains 3; final result: 61.</scratch>,61
Dave had 15 apps on his phone. He added 71 new apps. After deleting some he had 14 left. How many more apps did he delete than he added? Equation: <equation> 15 - 14</equation> ,<scratch>Subtracting 14 from 15 at digit level;  15 >= 14;  Borrow: 0; 15 - 14 = 1. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 1 remains 1; final result: 1.</scratch>,1
Kelly has 106 nintendo games. How many will she have left if she gives away 64 games? Equation: <equation> 106 - 64</equation> ,<scratch>Subtracting 64 from 106 at digit level;  10 >= 6;  Borrow: 1; 10 - 6 = 4. move one place left; 6 remains 6; Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 0 remains 0; final result: 42.</scratch>,42
Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend? Equation: <equation> 78 - 22</equation> ,<scratch>Subtracting 22 from 78 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 5 remains 5; final result: 56.</scratch>,56
Jack received 6 emails in the morning and 2 emails in the afternoon. How many more emails did Jack receive in the morning than in the afternoon? Equation: <equation> 6 - 2</equation> ,<scratch>Subtracting 2 from 6 at digit level;  6 >= 2;  Borrow: 0; 6 - 2 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
Baker made 43 cakes and 114 pastries. If he sold 154 pastries and 78 cakes How many more pastries than cakes did baker sell? Equation: <equation> 154 - 78</equation> ,<scratch>Subtracting 78 from 154 at digit level;  15 >= 7;  Borrow: 1; 15 - 7 = 8. move one place left; 4 remains 4; Subtracting 1 from 8 at digit level;  8 >= 1;  Borrow: 0; 8 - 1 = 7. move one place left; 4 remains 4; final result: 76.</scratch>,76
They decided to hold the party in their backyard. They have 4 sets of tables and each set has 3 chairs. If a total of 14 people will attend the party How many more chairs will they have to buy? Equation: <equation> 14 - 12</equation> ,<scratch>Multiplying 4 by 3 at digit level;  4 >= 3;  Borrow: 0; 4 * 3 = 12. move one place left; 0 remains 0; Subtracting 12 from 14 at digit level;  14 >= 12;  Borrow: 0; 14 - 12 = 2. move one place left; 1 remains 1; final result: 2.</scratch>,2
Last week Fred had 19 dollars and Jason had 16 dollars. They washed cars over the weekend and now Fred has 40 dollars and Jason has 69 dollars. How much money did Fred earn over the weekend? Equation: <equation> 40 - 19</equation> ,<scratch>Subtracting 19 from 40 at digit level;  40 >= 19;  Borrow: 0; 40 - 19 = 21. move one place left; 0 remains 0; final result: 21.</scratch>,21
Paco had 25 cookies. He ate 5 of them. Then he bought 3 more cookies How many more cookies did he eat than those he bought? Equation: <equation> 5 - 3</equation> ,<scratch>Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 3 remains 3; final result: 2.</scratch>,2
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have? Equation: <equation> 18 - 11</equation> ,<scratch>Subtracting 11 from 18 at digit level;  18 >= 11;  Borrow: 0; 18 - 11 = 7. move one place left; 1 remains 1; final result: 7.</scratch>,7
A grocery store had a total of 30 bottles of which 28 were bottles of regular soda and the rest were bottles of diet soda. How many bottles of diet soda did they have? Equation: <equation> 30 - 28</equation> ,<scratch>Subtracting 28 from 30 at digit level;  30 >= 28;  Borrow: 0; 30 - 28 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind? Equation: <equation> 86.0 - -41.0</equation>,<scratch>Adding 45 to 86 at digit level;  86 >= 45;  Borrow: 0; 86 + 45 = 131. move one place left; 0 remains 0; final result: 131.</scratch>,131
Allan brought 2 balloons to the park and then bought 3 more balloons there. If Jake brought 6 balloons to the park How many more balloons did Jake have than Allan in the park? Equation: <equation> 6 - 5</equation> ,<scratch>Adding 2 and 3 at digit level;  2 + 3 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Every day Ryan spends 2 hours on learning english, 5 hours on learning chinese and 4 hours on learning spanish. How many more hours does he spend on learning chinese than he does on learning spanish? Equation: <equation> 5 - 4</equation> ,<scratch>Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
2 birds were sitting on the fence. 5 more birds and 4 more storks came to join them. How many more birds than storks are sitting on the fence? Equation: <equation> 7 - 4</equation> ,<scratch>Adding 5 to 2 at digit level;  2 >= 5;  Borrow: 0; 2 + 5 = 7. move one place left; 0 remains 0; Adding 4 to 0 at digit level;  0 >= 4;  Borrow: 0; 0 + 4 = 4. move one place left; 7 remains 7; Subtracting 4 from 7 at digit level;  7 >= 4;  Borrow: 0; 7 - 4 = 3. move one place left; 7 remains 7; final result: 3.</scratch>,3
Paco had 6 cookies. He gave 30 cookies to his friend and ate 23 cookies. How many more cookies did he give to his friend than those he ate? Equation: <equation> 30 - 23</equation> ,<scratch>Subtracting 23 from 30 at digit level;  30 >= 23;  Borrow: 0; 30 - 23 = 7. move one place left; 0 remains 0; final result: 7.</scratch>,7
Baker made 170 cakes. He sold 78 of them and bought 31 new cakes. How many more cakes did baker sell than those he bought? Equation: <equation> 78 - 31</equation> ,<scratch>Subtracting 31 from 78 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 7 remains 7; final result: 47.</scratch>,47
There were 12 roses and 2 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 10 roses and 21 orchids in the vase. How many orchids did she cut? Equation: <equation> 21 - 2</equation> ,<scratch>Subtracting 2 from 21 at digit level;  21 >= 2;  Borrow: 0; 21 - 2 = 19. move one place left; 2 remains 2; final result: 19.</scratch>,19
Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar. How many more cups of sugar does she need to add? Equation: <equation> 14 - 2</equation> ,<scratch>Subtracting 2 from 14 at digit level;  14 >= 2;  Borrow: 0; 14 - 2 = 12. move one place left; 4 remains 4; final result: 12.</scratch>,12
Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes. How many more cakes did baker make than those he sold? Equation: <equation> 255 - 71</equation> ,<scratch>Adding 111 to 144 at digit level;  144 >= 111;  Borrow: 0; 144 + 111 = 255. move one place left; 1 remains 1; Subtracting 71 from 255 at digit level;  255 >= 71;  Borrow: 0; 255 - 71 = 184. move one place left; 5 remains 5; final result: 184.</scratch>,184
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add? Equation: <equation> 12 - 11</equation> ,<scratch>Subtracting 11 from 12 at digit level;  12 >= 11;  Borrow: 0; 12 - 11 = 1. move one place left; 2 remains 2; final result: 1.</scratch>,1
There are 62 different movies and 19 different books in the ' crazy silly school ' series. If you read 4 of the books and watched 34 of the movies How many more books do you still have to read? Equation: <equation> 19 - 4</equation> ,<scratch>Subtracting 4 from 19 at digit level;  19 >= 4;  Borrow: 0; 19 - 4 = 15. move one place left; 1 remains 1; final result: 15.</scratch>,15
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now? Equation: <equation> 41 - 18</equation> ,<scratch>Subtracting 18 from 41 at digit level;  41 >= 18;  Borrow: 0; 41 - 18 = 23. move one place left; 1 remains 1; final result: 23.</scratch>,23
Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park? Equation: <equation> 30 - 14</equation> ,<scratch>Subtracting 14 from 30 at digit level;  30 >= 14;  Borrow: 0; 30 - 14 = 16. move one place left; 0 remains 0; final result: 16.</scratch>,16
Edward spent $ 16 to buy books and $ 8 to buy pens. Now he has $ 19. How much more did Edward spend on books than pens? Equation: <equation> 16 - 8</equation> ,<scratch>Subtracting 8 from 16 at digit level;  16 >= 8;  Borrow: 0; 16 - 8 = 8. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 8 remains 8; final result: 8.</scratch>,8
Dan has $ 4. He had $ 3 left with him after he bought a candy bar. How much did the candy bar cost? Equation: <equation> 4 - 3</equation> ,<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 3 remains 3; final result: 1.</scratch>,1
Paul got a box of 253 crayons for his birthday. By the end of the school year he had either lost or given away 70 of them. How many crayons did he have left by the end of the school year? Equation: <equation> 253 - 70</equation> ,<scratch>Subtracting 70 from 253 at digit level;  25 >= 7;  Borrow: 1; 25 - 7 = 18. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 1 remains 1; final result: 183.</scratch>,183
Zachary did 51 push-ups in gym class today. David did 22 more push-ups than Zachary. John did 4 push-ups less than David. How many push-ups did John do? Equation: <equation> 73 - 4</equation> ,<scratch>Adding 22 to 51 at digit level;  51 >= 22;  Borrow: 0; 51 + 22 = 73. move one place left; 0 remains 0; Subtracting 4 from 73 at digit level;  73 >= 4;  Borrow: 0; 73 - 4 = 69. move one place left; 0 remains 0; final result: 69.</scratch>,69
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 519 chocolate chip cookies and 300 raisin cookies yesterday. And she baked 280 raisin cookies and 359 chocolate chip cookies this morning. How many more raisin cookies did Helen bake yesterday compared to today? Equation: <equation> 300 - 280</equation> ,<scratch>Subtracting 280 from 300 at digit level;  300 >= 280;  Borrow: 0; 300 - 280 = 20. move one place left; 0 remains 0; final result: 20.</scratch>,20
