question;model_answer;answer
Solve this problem: Harry has 50 books in his library. His sister Flora has twice as many books and their cousin Gary has half the books Harry has. How many books do the three of them own together?;150  Let me explain: Flora has 50 * 2 = 100 books. Gary has 50 / 2 = 25 books. Together, they have 50 + 100 + 25 = 175 books. ;175
Solve this problem: A rectangular flowerbed in the city park is 4 meters wide. Its length is 1 meter less than twice its width. The government wants to fence the flowerbed. How many meters of fence are needed?;20  Let me explain: The length of the flowerbed is 4 * 2 - 1 = 7 meters. The perimeter of the flowerbed is 2 * 4 + 2 * 7 = 20 meters. ;22
Solve this problem: To let Ruth know how long her fish will live, her father tells her that well-cared fish can live 2 years longer than dogs live. On average, dogs live 4 times as long as hamsters live. And hamsters live an average of 2.5 years. How long can a fish live?;12  Let me explain: Dogs live 4 * 2.5 = 10 years. Fish live 10 + 2 = 12 years. ;12
Solve this problem: Bill picked 50 apples from the orchard with his wife and two children.  He sends each of his kids to school with 3 apples for their two favorite teachers.  His wife Jill bakes two apple pies, using 10 apples per pie. How many apples does Bill have left?;14  Let me explain: Bill's kids each get 3 apples for their two favorite teachers, so they each get 3 * 2 = 6 apples. Bill's kids get 6 * 2 = 12 apples. Jill bakes two pies, using 10 apples per pie, so she uses 10 * 2 = 20 apples. Bill has 50 - 12 - 20 = 14 apples left. ;24
Solve this problem: Bella has two times as many marbles as frisbees. She also has 20 more frisbees than deck cards. If she buys 2/5 times more of each item, what would be the total number of the items she will have if she currently has 60 marbles?;1200  Let me explain: If Bella has 60 marbles, she has 60 * 2 = 120 frisbees. She also has 120 + 20 = 140 deck cards. If she buys 2 / 5 times more of each item, she will have 120 * 2 / 5 = 48 more marbles. She will also have 140 * 2 / 5 = 56 more frisbees. She will have 60 + 48 = 108 marbles. She will also have 140 + 56 = 196 frisbees. She will have 108 + 196 = 304 deck cards. She will have a total of 304 + 196 + 108 = 608 items. ;140
Solve this problem: Gracie was 7 inches shorter than Grayson. Grayson was 2 inches taller than Griffin. Griffin is 61 inches tall. How many inches tall is Gracie?;52;56
Solve this problem: 3/5 of the mangoes on a mango tree are ripe. If Lindsay eats 60% of the ripe mangoes, calculate the number of ripe mangoes remaining if there were 400 mangoes on the tree to start with.;120  Let me explain: The number of ripe mangoes on the tree is 3 / 5 * 400 = 240. The number of ripe mangoes Lindsay eats is 60 / 100 * 240 = 144. The number of ripe mangoes remaining is 240 - 144 = 96. ;96
Solve this problem: Ping pong balls sell for $.10 each.  Johnny buys 10000 for a prank.  He gets a 30% discount for buying in such large bulk.  How much does he pay?;7000;700
Solve this problem: A parking garage near Nora's house is 4 stories tall. There are 100 spots per level. There are 58 open parking spots on the first level. There are 2 more open parking spots on the second level than on the first level, and there are 5 more open parking spots on the third level than on the second level. There are 31 open parking spots on the fourth level. How many full parking spots are there in all?;261  Let me explain: There are 58 + 2 = 60 open parking spots on the second level. There are 60 + 5 = 65 open parking spots on the third level. There are 65 + 31 = 96 open parking spots in all. There are 100 - 96 = 4 full parking spots in all. ;186
Solve this problem: John needs to take 2 pills a day.  One pill costs $1.5.  The insurance covers 40% of the cost.  How much does he pay in a 30-day month?;Failed to get answer;54
Solve this problem: Cecil has $600. Catherine has $250 less than twice as much as Cecil while Carmela has $50 more than twice Cecil's money. How much money do they have altogether?;2400  Let me explain: Catherine has 2 * 600 - 250 = $1050. Carmela has 2 * 600 + 50 = $1250. Together, they have 600 + 1050 + 1250 = $2400. ;2800
Solve this problem: Roe saved $10 per month from January to July and saved $15 per month from August to November. How much should she save in December so she will have a total savings of $150 in the year?;15;20
Solve this problem: Julia has $40. She spends half of her money to buy a new game for her phone. She spends a quarter of what she has left on in-game purchases. How much money does she have left?;10;15
Solve this problem: Stephanie is decorating 24 cupcakes for a birthday party, but she needs more candles. She currently has a total of 30 candles. She wants to decorate half of the cupcakes with 1 candle each and the other half of the cupcakes with 2 candles each. How many additional candles does Stephanie need to complete the cupcakes?;12  Let me explain: Stephanie needs 24 / 2 = 12 cupcakes with 1 candle each. She needs 24 / 2 = 12 cupcakes with 2 candles each. So, she needs 12 * 1 + 12 * 2 = 48 candles. She currently has 30 candles, so she needs 48 - 30 = 12 additional candles. ;6
Solve this problem: Trent caught 180 tadpoles then let 75% of them go. How many did he keep?;45;45
Solve this problem: Trevor needs to go downtown for a restaurant date. An Uber ride downtown costs $3 more than a Lyft ride. A Lyft ride costs $4 more than a taxi ride. The Uber ride costs $22. If Trevor takes a taxi downtown and tips the taxi driver 20% of the original cost of the ride, what is the total cost of the ride downtown?;31  Let me explain: A Lyft ride costs $22 - $3 = $19. A taxi ride costs $19 - $4 = $15. The total cost of the taxi ride is $15 + $15 * .20 = $18. The total cost of the ride downtown is $18. ;18
Solve this problem: Jose is a collector of fine wines.  His private cellar currently holds 2400 bottles of imported wine and half as many bottles of domestic wine as imported wine.  If Jose holds a party and the guests drink one-third of all his wine, how many bottles will remain in his cellar?;1440  Let me explain: Jose has 2400 / 2 = 1200 bottles of domestic wine. Jose has 2400 + 1200 = 3600 bottles of wine in his cellar. Jose's guests drink 3600 / 3 = 1200 bottles of wine. Jose has 3600 - 1200 = 2400 bottles of wine remaining in his cellar. ;2400
Solve this problem: Ian had twenty roses. He gave six roses to his mother,  nine roses to his grandmother, four roses to his sister, and he kept the rest. How many roses did Ian keep?;11;1
Solve this problem: If one fourth of the engines are defective, and there are 5 batches of 80 engines each. How many engines are not defective?;2000  Let me explain: One fourth of the engines are defective, so 1 / 4 * 80 = 20 engines are defective. There are 5 batches of 80 engines each, so there are 5 * 80 = 400 engines. 400 - 20 = 380 engines are not defective. ;300
Solve this problem: Every morning, Carla puts 79 apples in her backpack to eat for lunch. Unfortunately, Buffy stole some of Carla's apples on the school bus, and 26 apples fell out of a hole on the bottom. So at lunchtime, Carla only had 8 apples remaining. How many apples did Buffy steal from Carla?;Failed to get answer;45
Solve this problem: On a 16 GB (gigabyte) capacity USB drive, 50% is already busy. Calculate the number of gigabytes still available.;8;8
Solve this problem: Lily had $55 in her account. She spent $7 on a shirt. She then went to another shop and spent thrice as much as she spent on a shirt. How much money is left in Lily's account?;21;27
Solve this problem: Sabrina gave 10 cookies to her brother. Her mother gave Sabrina half the number of cookies she gave her brother. Then Sabrina gave two-thirds of her cookies to her sister. If Sabrina had 20 cookies at the start, how many cookies are left with her?;2  Let me explain: Sabrina's mother gave her 10 / 2 = 5 cookies. Sabrina had 20 - 10 - 5 = 5 cookies left. Sabrina gave 5 * 2 / 3 = 10 / 3 = 3 cookies to her sister. Sabrina has 5 - 3 = 2 cookies left. ;5
Solve this problem: A pool has 48 blue tiles and 32 red tiles. If the pool needs 100 tiles to be completed, how many more tiles are needed?;20;20
Solve this problem: Travis and his brother joined a trick-or-treat event. They collected 68 pieces of candy altogether. Each of them ate 4 pieces of candy after the event. How many pieces of candy were left?;56;60
Solve this problem: Jimmy bought 3 pens for school for $1 each, 4 notebooks for $3 each and 2 folders for $5 each. If he paid with a $50 bill, how much change will he get back?;12;25
Solve this problem: Ten boys brought 15 popsicle sticks each. Twelve girls brought 12 popsicle sticks each. How many fewer popsicle sticks did the girls bring than the boys?;150;6
Solve this problem: You start a business selling charm bracelets. You spend $1 on the string for each bracelet and $3 on beads for each bracelet. You sell the bracelets for $6 each. If you sell 25 bracelets, how much profit will you make?;100  Let me explain: You spend $1 + $3 = $4 on each bracelet. So you spend $4 * 25 = $100 on the materials for the bracelets. You make $6 - $4 = $2 profit on each bracelet. So you make $2 * 25 = $50 in profit. ;50
Solve this problem: Jake and Penny are hunting snakes. Jake's snake is 12 inches longer than Jenny's snake. If the two snakes have a combined length of 70 inches, how long is Jake's snake?;48;41
Solve this problem: Jenny's local library received 50 visitors on Monday. On Tuesday, the library received twice that number. On the remaining days of the week, an average of 20 visitors went to the library. What's the total number of visitors who went to the library that week?;270  Let me explain: On Tuesday, the library received 50 * 2 = 100 visitors. The total number of visitors who went to the library that week is 50 + 100 + 20 * 4 = 270. ;250
Solve this problem: Mr. Callen bought 10 paintings at $40 each and 8 wooden toys at $20 each from the crafts store to resell at a profit. However, when he sold the items, the selling price of a painting was 10% less and the selling price of a hat 15% less. Calculate the total loss Mr. Callen made from the sale of the items.;120  Let me explain: The total cost of the paintings was 10 * $40 = $400. The total cost of the wooden toys was 8 * $20 = $160. So the total cost of the items was $400 + $160 = $560. The selling price of a painting was 10 / 100 * $40 = $4 less. So the selling price of a painting was $40 - $4 = $36. The selling price of a wooden toy was 15 / 100 * $20 = $3 less. So the selling price of a wooden toy was $20 - $3 = $17. So the total selling price of the items was 10 * $36 + 8 * $17 = $432. So the total loss Mr. Callen made from the sale of the items was $560 - $432 = $128. ;64
