question#answer#equation#scratch#simplified_equation
Maria wants to buy a brand new bike. The retail price at the bike shop stands at $600. She saved $120 toward the purchase. As this was not enough, she asked her mother to give her the remaining amount. Her mother offered her $250 and told her that she needs to earn the rest working during the holidays. How much money must Maria earn to be able to buy the bike she wants?#230#600-370#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 7 from 0 at digit level;  0 < 7;  Borrow: 1; 10 - 7 = 3. move one place left; 6 becomes 5; Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 0 remains 0; final result: 230.</scratch>#600 - 370
Anya has 4 times as many erasers as Andrea. If Andrea has 4 erasers, how many more erasers does Anya have than Andrea?#12#16-4#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 12.</scratch>#16 - 4
David found $12 on the street. He then gave it to his friend Evan who has $1 and needed to buy a watch worth $20. How much does Evan still need?#7#20-13#<scratch>Subtracting 3 from 0 at digit level;  0 < 3;  Borrow: 1; 10 - 3 = 7. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 7.</scratch>#20 - 13
In a house of 15, 3/5 of the people eat pizza. If Aviana brought pizza with 50 pieces, and each person eating pizza took 4 pieces, calculate the number of pizza pieces that remained.#14#50-36#<scratch>Subtracting 6 from 0 at digit level;  0 < 6;  Borrow: 1; 10 - 6 = 4. move one place left; 5 becomes 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; final result: 14.</scratch>#50 - 36
Marina had 4.5 pounds of fudge. Lazlo had 6 ounces less than 4 pounds of fudge. How many more ounces of fudge did Marina have than Lazlo?#14#72-58#<scratch>Subtracting 8 from 2 at digit level;  2 < 8;  Borrow: 1; 12 - 8 = 4. move one place left; 7 becomes 6; Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 2 remains 2; final result: 14.</scratch>#72 - 58
Karen's students are about to take a standardized test. Karen gets a $500 bonus if their average score is above 75, plus an extra $10 bonus for every additional point the average score increases above 75. So far, Karen has graded 8 tests, and the average is 70. Given that each student can have a maximum score of 150, what combined score do the last two tests need to have for Karen to earn a $600 bonus?#290#850-560#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 6 from 5 at digit level;  5 < 6;  Borrow: 1; 15 - 6 = 9. move one place left; 8 becomes 7; Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 0 remains 0; final result: 290.</scratch>#850 - 560
Dexter and Jay are using a gallon of white paint to paint the walls. Dexter used 3/8 of the gallon of paint while Jay used 5/8 of a gallon of paint. If a gallon is equal to 4 liters, how many liters of paint were left from Dexter and Jay combined?#4#8-4#<scratch>Subtracting 4 from 8 at digit level;  8 >= 4;  Borrow: 0; 8 - 4 = 4. move one place left; 8 remains 8; final result: 4.</scratch>#8 - 4
Jason is climbing a telephone pole next to a tree his friend Matt is climbing. Matt can climb 6 feet/minute and Jason can climb 12 feet per minute. After 7 minutes, how much higher will Jason be than Matt?#42#84-42#<scratch>Subtracting 2 from 4 at digit level;  4 >= 2;  Borrow: 0; 4 - 2 = 2. move one place left; 8 remains 8; Subtracting 4 from 8 at digit level;  8 >= 4;  Borrow: 0; 8 - 4 = 4. move one place left; 4 remains 4; final result: 42.</scratch>#84 - 42
Charlotte, Lisa, and Patricia have a joint baseball collection. One of their friends is selling a rare baseball card for $100 on his website. Not wanting to miss such a rare opportunity, they have pooled all their money to buy the card. Patricia has $6. Lisa has five times Patricia’s money, but double Charlotte’s. How much more money do they require?#49#100-51#<scratch>Subtracting 1 from 0 at digit level;  0 < 1;  Borrow: 1; 10 - 1 = 9. move one place left; 0 becomes -1; Subtracting 5 from -1 at digit level;  -1 < 5;  Borrow: 1; 9 - 5 = 4. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 49.</scratch>#100 - 51
Roger bought a house for $100,000.  He was able to pay 20% down, and his parents paid off an additional 30% of the remaining balance.  How much money does Roger still owe on his house?#56000#80000-24000#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 4 from 0 at digit level;  0 < 4;  Borrow: 1; 10 - 4 = 6. move one place left; 8 becomes 7; Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 0 remains 0; final result: 56000.</scratch>#80000 - 24000
Mr. Connell harvested 60 apples from his apple tree and 3 times as many peaches from his peach tree. What is the difference between the number of the two fruits?#120#180-60#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 8 remains 8; Subtracting 6 from 8 at digit level;  8 >= 6;  Borrow: 0; 8 - 6 = 2. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 120.</scratch>#180 - 60
Andy is running late. School starts at 8:00 AM and it normally takes him 30 minutes to get there, but today he had to stop for 3 minutes each at 4 red lights and wait 10 minutes to get past construction. If he left his house at 7:15, how many minutes late will he be?#7#52-45#<scratch>Subtracting 5 from 2 at digit level;  2 < 5;  Borrow: 1; 12 - 5 = 7. move one place left; 5 becomes 4; Subtracting 4 from 4 at digit level;  4 >= 4;  Borrow: 0; 4 - 4 = 0. move one place left; 2 remains 2; final result: 7.</scratch>#52 - 45
Ali had a stock of 800 books in his Room. He sold 60 on Monday, 10 on Tuesday, 20 on Wednesday, 44 on Thursday and 66 on Friday. How many books were not sold?#600#800-200#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 8 remains 8; Subtracting 2 from 8 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 0 remains 0; final result: 600.</scratch>#800 - 200
Wyatt's mother gave him $74 to go to the store. Wyatt bought 5 loaves of bread and 4 cartons of orange juice. Each loaf of bread cost $5 and each carton of orange juice cost $2. How much money does Wyatt have left?#41#74-33#<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 7 remains 7; Subtracting 3 from 7 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 4 remains 4; final result: 41.</scratch>#74 - 33
Stacy just bought a 6 month prescription of flea & tick medicine for her dog for $150.00 online.  Her cashback app was offering 10% cashback and she has a mail-in rebate for $25.00 on a 6-month prescription.  How much will the medicine cost after cash back and rebate offers?#110#150-40#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 110.</scratch>#150 - 40
Joshua bought 25 oranges for $12.50. If he sells each one for 60c, how much profit in cents will he make on each orange?#10#60-50#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 6 remains 6; Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 0 remains 0; final result: 10.</scratch>#60 - 50
Thirty-six marbles are divided between Mario and Manny in the ratio 4:5. If Manny decided to give 2 marbles to his brother, how many marbles does Manny have now?#18#20-2#<scratch>Subtracting 2 from 0 at digit level;  0 < 2;  Borrow: 1; 10 - 2 = 8. move one place left; 2 becomes 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 18.</scratch>#20 - 2
A psychiatrist has 4 patients that need 25 sessions in total. One of the patients needs 6 sessions. Another patient needs 5 more than that. How many sessions would the remaining patients need?#8#25-17#<scratch>Subtracting 7 from 5 at digit level;  5 < 7;  Borrow: 1; 15 - 7 = 8. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 5 remains 5; final result: 8.</scratch>#25 - 17
At a party, there are 50 people. 30% of them are boys. How many girls are at this party?#35#50-15#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 5 becomes 4; Subtracting 1 from 4 at digit level;  4 >= 1;  Borrow: 0; 4 - 1 = 3. move one place left; 0 remains 0; final result: 35.</scratch>#50 - 15
Out of 804 senior high school students, 75% passed their exams and so got their degree. The rest failed. How many didn't pass their exams?#201#804-603#<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 8 remains 8; Subtracting 6 from 8 at digit level;  8 >= 6;  Borrow: 0; 8 - 6 = 2. move one place left; 4 remains 4; final result: 201.</scratch>#804 - 603
Thomas owns 200 books. He decides to sell them and use the money to buy records. Each book sells for $1.5. A record costs $3. If he buys 75 records, how much money does he have left over?#75#300-225#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 0 becomes -1; Subtracting 2 from -1 at digit level;  -1 < 2;  Borrow: 1; 9 - 2 = 7. move one place left; 3 becomes 2; Subtracting 2 from 2 at digit level;  2 >= 2;  Borrow: 0; 2 - 2 = 0. move one place left; 0 remains 0; final result: 75.</scratch>#300 - 225
Henry, John and Leo collected some seashells from the beach. Henry collected 11, Paul 24. If they initially collected 59 seashells in total and Leo gave a quarter of his collection to a younger kid they met, how many do they have in total now?#53#59-6#<scratch>Subtracting 6 from 9 at digit level;  9 >= 6;  Borrow: 0; 9 - 6 = 3. move one place left; 5 remains 5; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 9 remains 9; final result: 53.</scratch>#59 - 6
A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blown up also blow up. How many balloons in the hot air balloon remain intact?#80#160-80#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 6 remains 6; Subtracting 8 from 6 at digit level;  6 < 8;  Borrow: 1; 16 - 8 = 8. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 80.</scratch>#160 - 80
In the spelling bee, Max has 5 points, Dulce has 3 points, and Val has twice the combined points of Max and Dulce. If they are on the same team and their opponents' team has a total of 40 points, how many points are their team behind?#16#40-24#<scratch>Subtracting 4 from 0 at digit level;  0 < 4;  Borrow: 1; 10 - 4 = 6. move one place left; 4 becomes 3; Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 0; 3 - 2 = 1. move one place left; 0 remains 0; final result: 16.</scratch>#40 - 24
Joseph had 16 baseball cards. He gave 3/8 of the cards to his brother and 2 cards to his brother. What percentage of the cards is left to Joseph?#50#16-8#<scratch>Subtracting 8 from 6 at digit level;  6 < 8;  Borrow: 1; 16 - 8 = 8. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 6 remains 6; final result: 8.</scratch>#16 - 8
Tommy ordered a total weight of 10 kilograms of apple, orange, grape, and strawberry fruits. He ordered 3 kilograms of apples, 1 kilogram of orange, and 3 kilograms of grapes. How many kilograms of strawberries did he order?#3#10-7#<scratch>Subtracting 7 from 0 at digit level;  0 < 7;  Borrow: 1; 10 - 7 = 3. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 3.</scratch>#10 - 7
Andrew bought 750 stickers. He shared some of his stickers with his friends, Daniel and Fred.  Daniel received 250 stickers, while Fred received 120 more stickers than Daniel.   He kept the remaining stickers. How many stickers did Andrew keep?#130#750-620#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 7 remains 7; Subtracting 6 from 7 at digit level;  7 >= 6;  Borrow: 0; 7 - 6 = 1. move one place left; 0 remains 0; final result: 130.</scratch>#750 - 620
Josie's mom gave her a $20 bill and asked her to go to the store for a few items.  The list included a carton of milk for $4.00, a loaf of bread for $3.50, a box of laundry detergent for $10.25 and 2 pounds of bananas that were $0.75 per pound.  Her mom also gave her a coupon for $1.25 off of the laundry detergent.  At checkout, the clerk told her the milk was 1/2 off today.  How much money did Josie have left over after she bought all of the groceries?#4#20-16#<scratch>Subtracting 6 from 0 at digit level;  0 < 6;  Borrow: 1; 10 - 6 = 4. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 4.</scratch>#20 - 16
John's weight bench can support 1000 pounds.  He wants to make sure to stay 20% under that weight for safety.  If he weighs 250 pounds how much weight can he put on the bar?#550#800-250#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 8 becomes 7; Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 0 remains 0; final result: 550.</scratch>#800 - 250
Betsy is sewing a quilt.  The quilt is made up of 16 squares sewn together on one side and 16 squares sewn together on the other side.  Betsy has already sewn 25% of the quilt together.  How many more squares does she need to sew together?#24#32-8#<scratch>Subtracting 8 from 2 at digit level;  2 < 8;  Borrow: 1; 12 - 8 = 4. move one place left; 3 becomes 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 2 remains 2; final result: 24.</scratch>#32 - 8
Hally and her friends organized a high school reunion. To cover the cost of a late-night party that they planned for at the reunion, each attendee had to pay $100. After the party, Hally and her friends realized that the total expenses were $500 less than the total contributions. If there were 50 people at the party, how much money was used to pay for the party expenses?#4500#5000-500#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 5 becomes 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 0 remains 0; final result: 4500.</scratch>#5000 - 500
Nancy is crafting clay pots to sell. She creates 12 clay pots on Monday, twice as many on Tuesday, a few more on Wednesday, then ends the week with 50 clay pots. How many did she create on Wednesday?#14#50-36#<scratch>Subtracting 6 from 0 at digit level;  0 < 6;  Borrow: 1; 10 - 6 = 4. move one place left; 5 becomes 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; final result: 14.</scratch>#50 - 36
5/8 of shoppers at All Goods Available store prefer to avoid the check-out line on weekends and instead go through the express lane. If the number of shoppers in the store is 480, calculate the number of shoppers who pay at the check-out lane.#180#480-300#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 4 remains 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 0 remains 0; final result: 180.</scratch>#480 - 300
Suraya picked 12 apples more than Caleb, and Caleb picked 5 apples less than Kayla. If Kayla picked 20 apples, how many more apples did Suraya pick than Kayla?#7#27-20#<scratch>Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 2 remains 2; Subtracting 2 from 2 at digit level;  2 >= 2;  Borrow: 0; 2 - 2 = 0. move one place left; 7 remains 7; final result: 7.</scratch>#27 - 20
A young girl pours 23 blue beads and 16 yellow beads into a bowl. She divides the total into 3 equal parts, removes some beads from each part, and doubles the rest to have 6 beads in each part now. How many beads were removed from each part?#10#13-3#<scratch>Subtracting 3 from 3 at digit level;  3 >= 3;  Borrow: 0; 3 - 3 = 0. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 3 remains 3; final result: 10.</scratch>#13 - 3
Stephen has 110 ants in his ant farm.  Half of the ants are worker ants, 20 percent of the worker ants are male.  How many female worker ants are there?#44#55-11#<scratch>Subtracting 1 from 5 at digit level;  5 >= 1;  Borrow: 0; 5 - 1 = 4. move one place left; 5 remains 5; Subtracting 1 from 5 at digit level;  5 >= 1;  Borrow: 0; 5 - 1 = 4. move one place left; 5 remains 5; final result: 44.</scratch>#55 - 11
